Id_data;Id_site;Etat;biotope;Id_method;Id_ecoute;Regne;Famille;Genre;Espece;Nom_sc;Nom_co;Taxonomic_order;Count;Index
INSULAAV499;C1GS1;degrade;M;p3;C1GS1p3;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;3;AV_060
INSULAAV500;C1GS1;degrade;M;p2;C1GS1p2;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;3;AV_059
INSULAAV501;C1GS1;degrade;M;p3;C1GS1p3;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;2;AV_060
INSULAAV502;C1GS1;degrade;M;p1;C1GS1p1;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;2;AV_058
INSULAAV503;C1GS1;degrade;M;p2;C1GS1p2;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;2;AV_059
INSULAAV504;C1GS1;degrade;M;p3;C1GS1p3;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;5;AV_060
INSULAAV505;C1GS1;degrade;M;p2;C1GS1p2;Animalia;Mimidae;Allenia;fusca;Allenia fusca;Moqueur grivotte;26916;1;AV_059
INSULAAV506;C1GS1;degrade;M;p3;C1GS1p3;Animalia;Mimidae;Allenia;fusca;Allenia fusca;Moqueur grivotte;26916;1;AV_060
INSULAAV507;C1GS1;degrade;M;p2;C1GS1p2;Animalia;Mimidae;Mimus;gilvus;Mimus gilvus;Moqueur des savanes;27010;1;AV_059
INSULAAV508;C1GS1;degrade;M;p3;C1GS1p3;Animalia;Mimidae;Mimus;gilvus;Mimus gilvus;Moqueur des savanes;27010;1;AV_060
INSULAAV509;C1GS1;degrade;M;p1;C1GS1p1;Animalia;Turdidae;Turdus;nudigenis;Turdus nudigenis;Merle à  lunettes;27419;1;AV_058
INSULAAV510;C1GS1;degrade;M;p3;C1GS1p3;Animalia;Turdidae;Turdus;nudigenis;Turdus nudigenis;Merle à  lunettes;27419;1;AV_060
INSULAAV511;C1GS1;degrade;M;p1;C1GS1p1;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;9;AV_058
INSULAAV512;C1GS1;degrade;M;p2;C1GS1p2;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;5;AV_059
INSULAAV513;C1GS1;degrade;M;p3;C1GS1p3;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;3;AV_060
INSULAAV514;C1GS1;degrade;M;p1;C1GS1p1;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_058
INSULAAV515;C1GS1;degrade;M;p2;C1GS1p2;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_059
INSULAAV516;C1GS1;degrade;M;p3;C1GS1p3;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_060
INSULAAV517;C1GS1;degrade;M;p1;C1GS1p1;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_058
INSULAAV518;C1GS1;degrade;M;p2;C1GS1p2;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_059
INSULAAV519;C1GS1;degrade;M;p2;C1GS1p2;Animalia;Thraupidae;Loxigilla;noctis;Loxigilla noctis;Sporophile rouge-gorge;34361;1;AV_059
INSULAAV520;C1GS1;degrade;M;p1;C1GS1p1;Animalia;Thraupidae;Melanospiza;bicolor;Melanospiza bicolor;Sporophile cici;34372;1;AV_058
INSULAAV521;C1GS1;degrade;M;p2;C1GS1p2;Animalia;Thraupidae;Melanospiza;bicolor;Melanospiza bicolor;Sporophile cici;34372;1;AV_059
INSULAAV522;C1GS1;degrade;M;p3;C1GS1p3;Animalia;Thraupidae;Melanospiza;bicolor;Melanospiza bicolor;Sporophile cici;34372;1;AV_060
INSULAAV523;C1GS2;degrade;M;p1;C1GS2p1;Animalia;Columbidae;Columbina;passerina;Columbina passerina;Colombe à  queue noire;2176;1;AV_061
INSULAAV524;C1GS2;degrade;M;p2;C1GS2p2;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;1;AV_062
INSULAAV525;C1GS2;degrade;M;p1;C1GS2p1;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;2;AV_061
INSULAAV526;C1GS2;degrade;M;p2;C1GS2p2;Animalia;Scolopacidae;Actitis;macularius;Actitis macularius;Chevalier grivelé;5970;1;AV_062
INSULAAV527;C1GS2;degrade;M;p3;C1GS2p3;Animalia;Ardeidae;Ixobrychus;exilis;Ixobrychus exilis;Petit Blongios;7073;1;AV_063
INSULAAV528;C1GS2;degrade;M;p2;C1GS2p2;Animalia;Ardeidae;Ixobrychus;exilis;Ixobrychus exilis;Petit Blongios;7073;1;AV_062
INSULAAV529;C1GS2;degrade;M;p3;C1GS2p3;Animalia;Ardeidae;Egretta;thula;Egretta thula;Aigrette neigeuse;7152;1;AV_063
INSULAAV530;C1GS2;degrade;M;p3;C1GS2p3;Animalia;Ardeidae;Butorides;virescens;Butorides virescens;Héron vert;7183;2;AV_063
INSULAAV531;C1GS2;degrade;M;p2;C1GS2p2;Animalia;Ardeidae;Butorides;virescens;Butorides virescens;Héron vert;7183;1;AV_062
INSULAAV532;C1GS2;degrade;M;p1;C1GS2p1;Animalia;Ardeidae;Butorides;virescens;Butorides virescens;Héron vert;7183;1;AV_061
INSULAAV533;C1GS2;degrade;M;p3;C1GS2p3;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_063
INSULAAV534;C1GS2;degrade;M;p3;C1GS2p3;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;2;AV_063
INSULAAV535;C1GS2;degrade;M;p2;C1GS2p2;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;2;AV_062
INSULAAV536;C1GS2;degrade;M;p1;C1GS2p1;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;2;AV_061
INSULAAV537;C1GS2;degrade;M;p3;C1GS2p3;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;1;AV_063
INSULAAV538;C1GS2;degrade;M;p2;C1GS2p2;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;1;AV_062
INSULAAV539;C1GS2;degrade;M;p1;C1GS2p1;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;2;AV_061
INSULAAV540;C1GS2;degrade;M;p3;C1GS2p3;Animalia;Mimidae;Mimus;gilvus;Mimus gilvus;Moqueur des savanes;27010;2;AV_063
INSULAAV541;C1GS2;degrade;M;p1;C1GS2p1;Animalia;Mimidae;Mimus;gilvus;Mimus gilvus;Moqueur des savanes;27010;1;AV_061
INSULAAV542;C1GS2;degrade;M;p3;C1GS2p3;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;3;AV_063
INSULAAV543;C1GS2;degrade;M;p2;C1GS2p2;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;8;AV_062
INSULAAV544;C1GS2;degrade;M;p1;C1GS2p1;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;7;AV_061
INSULAAV545;C1GS2;degrade;M;p3;C1GS2p3;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_063
INSULAAV546;C1GS2;degrade;M;p2;C1GS2p2;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_062
INSULAAV547;C1GS2;degrade;M;p1;C1GS2p1;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_061
INSULAAV548;C1GS2;degrade;M;p2;C1GS2p2;Animalia;Thraupidae;Melanospiza;bicolor;Melanospiza bicolor;Sporophile cici;34372;1;AV_062
INSULAAV549;C1GS2;degrade;M;p1;C1GS2p1;Animalia;Thraupidae;Melanospiza;bicolor;Melanospiza bicolor;Sporophile cici;34372;1;AV_061
INSULAAV550;C1PS;degrade;M;p1;C1PSp1;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;2;AV_064
INSULAAV551;C1PS;degrade;M;p2;C1PSp2;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;1;AV_065
INSULAAV552;C1PS;degrade;M;p3;C1PSp3;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;1;AV_066
INSULAAV553;C1PS;degrade;M;p2;C1PSp2;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_065
INSULAAV554;C1PS;degrade;M;p3;C1PSp3;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_066
INSULAAV555;C1GB;degrade;M;p1;C1GBp1;Animalia;Columbidae;Streptopelia;decaocto;Streptopelia decaocto;Tourterelle turque;1968;1;AV_067
INSULAAV556;C1GB;degrade;M;p2;C1GBp2;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;1;AV_068
INSULAAV557;C1GB;degrade;M;p3;C1GBp3;Animalia;Columbidae;Zenaida;aurita;Zenaida aurita;Tourterelle à  queue carrée;2320;2;AV_069
INSULAAV558;C1GB;degrade;M;p2;C1GBp2;Animalia;Rallidae;Gallinula;galeata;Gallinula galeata;Gallinule d'Amérique;5280;2;AV_068
INSULAAV559;C1GB;degrade;M;p3;C1GBp3;Animalia;Rallidae;Gallinula;galeata;Gallinula galeata;Gallinule d'Amérique;5280;1;AV_069
INSULAAV560;C1GB;degrade;M;p1;C1GBp1;Animalia;Recurvirostridae;Himantopus;mexicanus;Himantopus mexicanus;Echasse d'Amérique;5577;15;AV_067
INSULAAV561;C1GB;degrade;M;p2;C1GBp2;Animalia;Recurvirostridae;Himantopus;mexicanus;Himantopus mexicanus;Echasse d'Amérique;5577;17;AV_068
INSULAAV562;C1GB;degrade;M;p3;C1GBp3;Animalia;Recurvirostridae;Himantopus;mexicanus;Himantopus mexicanus;Echasse d'Amérique;5577;13;AV_069
INSULAAV563;C1GB;degrade;M;p2;C1GBp2;Animalia;Scolopacidae;Calidris;minutilla;Calidris minutilla;Bécasseau minuscule;5892;1;AV_068
INSULAAV564;C1GB;degrade;M;p1;C1GBp1;Animalia;Scolopacidae;Calidris;pusilla;Calidris pusilla;Bécasseau semipalmé;5900;15;AV_067
INSULAAV565;C1GB;degrade;M;p3;C1GBp3;Animalia;Scolopacidae;Calidris;pusilla;Calidris pusilla;Bécasseau semipalmé;5900;10;AV_069
INSULAAV566;C1GB;degrade;M;p1;C1GBp1;Animalia;Scolopacidae;Actitis;macularius;Actitis macularius;Chevalier grivelé;5970;2;AV_067
INSULAAV567;C1GB;degrade;M;p2;C1GBp2;Animalia;Scolopacidae;Actitis;macularius;Actitis macularius;Chevalier grivelé;5970;2;AV_068
INSULAAV568;C1GB;degrade;M;p3;C1GBp3;Animalia;Scolopacidae;Actitis;macularius;Actitis macularius;Chevalier grivelé;5970;3;AV_069
INSULAAV569;C1GB;degrade;M;p1;C1GBp1;Animalia;Scolopacidae;Tringa;melanoleuca;Tringa melanoleuca;Grand Chevalier;5980;1;AV_067
INSULAAV570;C1GB;degrade;M;p1;C1GBp1;Animalia;Scolopacidae;Tringa;flavipes;Tringa flavipes;Petit Chevalier;5987;1;AV_067
INSULAAV571;C1GB;degrade;M;p3;C1GBp3;Animalia;Scolopacidae;Tringa;flavipes;Tringa flavipes;Petit Chevalier;5987;1;AV_069
INSULAAV572;C1GB;degrade;M;p2;C1GBp2;Animalia;Pelecanidae;Pelecanus;occidentalis;Pelecanus occidentalis;Pélican brun;7030;1;AV_068
INSULAAV573;C1GB;degrade;M;p3;C1GBp3;Animalia;Ardeidae;Ixobrychus;exilis;Ixobrychus exilis;Petit Blongios;7073;2;AV_069
INSULAAV574;C1GB;degrade;M;p1;C1GBp1;Animalia;Ardeidae;Egretta;thula;Egretta thula;Aigrette neigeuse;7152;1;AV_067
INSULAAV575;C1GB;degrade;M;p2;C1GBp2;Animalia;Ardeidae;Bubulcus;ibis;Bubulcus ibis;Héron garde-boeufs;7170;1;AV_068
INSULAAV576;C1GB;degrade;M;p3;C1GBp3;Animalia;Ardeidae;Bubulcus;ibis;Bubulcus ibis;Héron garde-boeufs;7170;1;AV_069
INSULAAV577;C1GB;degrade;M;p2;C1GBp2;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_068
INSULAAV578;C1GB;degrade;M;p3;C1GBp3;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;1;AV_069
INSULAAV579;C1GB;degrade;M;p1;C1GBp1;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;1;AV_067
INSULAAV580;C1GB;degrade;M;p2;C1GBp2;Animalia;Icteridae;Molothrus;bonariensis;Molothrus bonariensis;Vacher luisant;32541;1;AV_068
INSULAAV581;C1GB;degrade;M;p1;C1GBp1;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;2;AV_067
INSULAAV582;C1GB;degrade;M;p2;C1GBp2;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;2;AV_068
INSULAAV583;C1GB;degrade;M;p1;C1GBp1;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_067
INSULAAV584;C1GB;degrade;M;p2;C1GBp2;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_068
INSULAAV585;C1GB;degrade;M;p3;C1GBp3;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;1;AV_069
INSULAAV586;C1GB;degrade;M;p1;C1GBp1;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_067
INSULAAV587;C1GB;degrade;M;p2;C1GBp2;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_068
INSULAAV588;C1GB;degrade;M;p3;C1GBp3;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_069
INSULAAV589;C1GB;degrade;M;p1;C1GBp1;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;1;AV_067
INSULAAV590;C1GB;degrade;M;p2;C1GBp2;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;1;AV_068
INSULAAV591;C1GB;degrade;M;p3;C1GBp3;Animalia;Thraupidae;Saltator;albicollis;Saltator albicollis;Saltator gros-bec;34479;1;AV_069
INSULAAV592;C1SF;degrade;M;p1;C1SFp1;Animalia;Columbidae;Streptopelia;decaocto;Streptopelia decaocto;Tourterelle turque;1968;1;AV_070
INSULAAV593;C1SF;degrade;M;p1;C1SFp1;Animalia;Rallidae;Gallinula;galeata;Gallinula galeata;Gallinule d'Amérique;5280;1;AV_070
INSULAAV594;C1SF;degrade;M;p2;C1SFp2;Animalia;Rallidae;Gallinula;galeata;Gallinula galeata;Gallinule d'Amérique;5280;2;AV_071
INSULAAV595;C1SF;degrade;M;p1;C1SFp1;Animalia;Ardeidae;Egretta;thula;Egretta thula;Aigrette neigeuse;7152;1;AV_070
INSULAAV596;C1SF;degrade;M;p3;C1SFp3;Animalia;Ardeidae;Egretta;thula;Egretta thula;Aigrette neigeuse;7152;1;AV_072
INSULAAV597;C1SF;degrade;M;p2;C1SFp2;Animalia;Ardeidae;Egretta;thula;Egretta thula;Aigrette neigeuse;7152;1;AV_071
INSULAAV598;C1SF;degrade;M;p1;C1SFp1;Animalia;Ardeidae;Butorides;virescens;Butorides virescens;Héron vert;7183;1;AV_070
INSULAAV599;C1SF;degrade;M;p3;C1SFp3;Animalia;Ardeidae;Butorides;virescens;Butorides virescens;Héron vert;7183;1;AV_072
INSULAAV600;C1SF;degrade;M;p2;C1SFp2;Animalia;Ardeidae;Butorides;virescens;Butorides virescens;Héron vert;7183;3;AV_071
INSULAAV601;C1SF;degrade;M;p1;C1SFp1;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;3;AV_070
INSULAAV602;C1SF;degrade;M;p3;C1SFp3;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;2;AV_072
INSULAAV603;C1SF;degrade;M;p2;C1SFp2;Animalia;Tyrannidae;Elaenia;martinica;Elaenia martinica;Elénie siffleuse;15958;2;AV_071
INSULAAV604;C1SF;degrade;M;p1;C1SFp1;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;3;AV_070
INSULAAV605;C1SF;degrade;M;p3;C1SFp3;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;5;AV_072
INSULAAV606;C1SF;degrade;M;p2;C1SFp2;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;2;AV_071
INSULAAV607;C1SF;degrade;M;p1;C1SFp1;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;3;AV_070
INSULAAV608;C1SF;degrade;M;p3;C1SFp3;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;2;AV_072
INSULAAV609;C1SF;degrade;M;p2;C1SFp2;Animalia;Vireonidae;Vireo;altiloquus;Vireo altiloquus;Viréo à  moustaches;18439;1;AV_071
INSULAAV610;C1SF;degrade;M;p2;C1SFp2;Animalia;Mimidae;Allenia;fusca;Allenia fusca;Moqueur grivotte;26916;1;AV_071
INSULAAV611;C1SF;degrade;M;p1;C1SFp1;Animalia;Icteridae;Molothrus;bonariensis;Molothrus bonariensis;Vacher luisant;32541;1;AV_070
INSULAAV612;C1SF;degrade;M;p1;C1SFp1;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;12;AV_070
INSULAAV613;C1SF;degrade;M;p3;C1SFp3;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;12;AV_072
INSULAAV614;C1SF;degrade;M;p2;C1SFp2;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;15;AV_071
INSULAAV615;C1SF;degrade;M;p1;C1SFp1;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_070
INSULAAV616;C1SF;degrade;M;p3;C1SFp3;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;3;AV_072
INSULAAV617;C1SF;degrade;M;p2;C1SFp2;Animalia;Thraupidae;Loxigilla;noctis;Loxigilla noctis;Sporophile rouge-gorge;34361;1;AV_071
INSULAAV618;C1SF;degrade;M;p3;C1SFp3;Animalia;Thraupidae;Melanospiza;bicolor;Melanospiza bicolor;Sporophile cici;34372;1;AV_072
INSULAAV619;C1SF;degrade;M;p2;C1SFp2;Animalia;Thraupidae;Melanospiza;bicolor;Melanospiza bicolor;Sporophile cici;34372;1;AV_071
INSULAAV620;A0CH;nndegrade;FTF;p1;A0CHp1;Animalia;Columbidae;Patagioenas;squamosa;Patagioenas squamosa;Pigeon à cou rouge;1892;1;AV_073
INSULAAV621;A0CH;nndegrade;FTF;p2;A0CHp2;Animalia;Columbidae;Patagioenas;squamosa;Patagioenas squamosa;Pigeon à cou rouge;1892;1;AV_074
INSULAAV622;A0CH;nndegrade;FTF;p3;A0CHp3;Animalia;Columbidae;Patagioenas;squamosa;Patagioenas squamosa;Pigeon à cou rouge;1892;1;AV_075
INSULAAV623;A0CH;nndegrade;FTF;p1;A0CHp1;Animalia;Columbidae;Geotrygon;mystacea;Geotrygon mystacea;Colombe à  croissants;2250;1;AV_073
INSULAAV624;A0CH;nndegrade;FTF;p2;A0CHp2;Animalia;Columbidae;Geotrygon;mystacea;Geotrygon mystacea;Colombe à  croissants;2250;1;AV_074
INSULAAV625;A0CH;nndegrade;FTF;p3;A0CHp3;Animalia;Columbidae;Geotrygon;mystacea;Geotrygon mystacea;Colombe à  croissants;2250;1;AV_075
INSULAAV626;A0CH;nndegrade;FTF;p1;A0CHp1;Animalia;Trochilidae;Eulampis;jugularis;Eulampis jugularis;Colibri madère;4268;2;AV_073
INSULAAV627;A0CH;nndegrade;FTF;p2;A0CHp2;Animalia;Trochilidae;Eulampis;jugularis;Eulampis jugularis;Colibri madère;4268;1;AV_074
INSULAAV628;A0CH;nndegrade;FTF;p3;A0CHp3;Animalia;Trochilidae;Eulampis;jugularis;Eulampis jugularis;Colibri madère;4268;2;AV_075
INSULAAV629;A0CH;nndegrade;FTF;p1;A0CHp1;Animalia;Mimidae;Allenia;fusca;Allenia fusca;Moqueur grivotte;26916;1;AV_073
INSULAAV630;A0CH;nndegrade;FTF;p2;A0CHp2;Animalia;Mimidae;Allenia;fusca;Allenia fusca;Moqueur grivotte;26916;1;AV_074
INSULAAV631;A0CH;nndegrade;FTF;p3;A0CHp3;Animalia;Mimidae;Allenia;fusca;Allenia fusca;Moqueur grivotte;26916;1;AV_075
INSULAAV632;A0CH;nndegrade;FTF;p1;A0CHp1;Animalia;Mimidae;Margarops;fuscatus;Margarops fuscatus;Moqueur corossol;26922;3;AV_073
INSULAAV633;A0CH;nndegrade;FTF;p2;A0CHp2;Animalia;Mimidae;Margarops;fuscatus;Margarops fuscatus;Moqueur corossol;26922;4;AV_074
INSULAAV634;A0CH;nndegrade;FTF;p3;A0CHp3;Animalia;Mimidae;Margarops;fuscatus;Margarops fuscatus;Moqueur corossol;26922;2;AV_075
INSULAAV635;A0CH;nndegrade;FTF;p1;A0CHp1;Animalia;Mimidae;Cinclocerthia;ruficauda;Cinclocerthia ruficauda;Trembleur brun;26928;2;AV_073
INSULAAV636;A0CH;nndegrade;FTF;p2;A0CHp2;Animalia;Mimidae;Cinclocerthia;ruficauda;Cinclocerthia ruficauda;Trembleur brun;26928;1;AV_074
INSULAAV637;A0CH;nndegrade;FTF;p3;A0CHp3;Animalia;Mimidae;Cinclocerthia;ruficauda;Cinclocerthia ruficauda;Trembleur brun;26928;1;AV_075
INSULAAV638;A0CH;nndegrade;FTF;p1;A0CHp1;Animalia;Turdidae;Turdus;lherminieri;Turdus lherminieri;Grive à  pieds jaunes;27450;3;AV_073
INSULAAV639;A0CH;nndegrade;FTF;p2;A0CHp2;Animalia;Turdidae;Turdus;lherminieri;Turdus lherminieri;Grive à  pieds jaunes;27450;3;AV_074
INSULAAV640;A0CH;nndegrade;FTF;p3;A0CHp3;Animalia;Turdidae;Turdus;lherminieri;Turdus lherminieri;Grive à  pieds jaunes;27450;1;AV_075
INSULAAV641;A0CH;nndegrade;FTF;p3;A0CHp3;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_075
INSULAAV642;A0TA;nndegrade;FTF;p1;A0TAp1;Animalia;Apodidae;Chaetura;martinica;Chaetura martinica;Martinet chiquesol;3792;1;AV_076
INSULAAV643;A0TA;nndegrade;FTF;p2;A0TAp2;Animalia;Trochilidae;Eulampis;jugularis;Eulampis jugularis;Colibri madère;4268;1;AV_077
INSULAAV644;A0TA;nndegrade;FTF;p3;A0TAp3;Animalia;Picidae;Melanerpes;herminieri;Melanerpes herminieri;Pic de Guadeloupe;10565;1;AV_078
INSULAAV645;A0TA;nndegrade;FTF;p2;A0TAp2;Animalia;Picidae;Melanerpes;herminieri;Melanerpes herminieri;Pic de Guadeloupe;10565;1;AV_077
INSULAAV646;A0TA;nndegrade;FTF;p2;A0TAp2;Animalia;Mimidae;Allenia;fusca;Allenia fusca;Moqueur grivotte;26916;1;AV_077
INSULAAV647;A0TA;nndegrade;FTF;p3;A0TAp3;Animalia;Mimidae;Margarops;fuscatus;Margarops fuscatus;Moqueur corossol;26922;3;AV_078
INSULAAV648;A0TA;nndegrade;FTF;p1;A0TAp1;Animalia;Mimidae;Margarops;fuscatus;Margarops fuscatus;Moqueur corossol;26922;3;AV_076
INSULAAV649;A0TA;nndegrade;FTF;p2;A0TAp2;Animalia;Mimidae;Margarops;fuscatus;Margarops fuscatus;Moqueur corossol;26922;3;AV_077
INSULAAV650;A0TA;nndegrade;FTF;p3;A0TAp3;Animalia;Mimidae;Cinclocerthia;ruficauda;Cinclocerthia ruficauda;Trembleur brun;26928;1;AV_078
INSULAAV651;A0TA;nndegrade;FTF;p1;A0TAp1;Animalia;Parulidae;Setophaga;plumbea;Setophaga plumbea;Paruline caféiette;32769;1;AV_076
INSULAAV652;A0TA;nndegrade;FTF;p2;A0TAp2;Animalia;Parulidae;Setophaga;plumbea;Setophaga plumbea;Paruline caféiette;32769;1;AV_077
INSULAAV653;A1TA;degrade;FTF;p1;A1TAp1;Animalia;Trochilidae;Orthorhyncus;cristatus;Orthorhyncus cristatus;Colibri huppé;4755;2;AV_079
INSULAAV654;A1TA;degrade;FTF;p2;A1TAp2;Animalia;Trochilidae;Orthorhyncus;cristatus;Orthorhyncus cristatus;Colibri huppé;4755;1;AV_080
INSULAAV655;A1TA;degrade;FTF;p3;A1TAp3;Animalia;Trochilidae;Orthorhyncus;cristatus;Orthorhyncus cristatus;Colibri huppé;4755;2;AV_081
INSULAAV656;A1TA;degrade;FTF;p3;A1TAp3;Animalia;Ardeidae;Bubulcus;ibis;Bubulcus ibis;Héron garde-boeufs;7170;1;AV_081
INSULAAV657;A1TA;degrade;FTF;p1;A1TAp1;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;3;AV_079
INSULAAV658;A1TA;degrade;FTF;p2;A1TAp2;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;4;AV_080
INSULAAV659;A1TA;degrade;FTF;p3;A1TAp3;Animalia;Tyrannidae;Tyrannus;dominicensis;Tyrannus dominicensis;Tyran gris;16693;5;AV_081
INSULAAV660;A1TA;degrade;FTF;p1;A1TAp1;Animalia;Icteridae;Quiscalus;lugubris;Quiscalus lugubris;Quiscale merle;32612;1;AV_079
INSULAAV661;A1TA;degrade;FTF;p1;A1TAp1;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_079
INSULAAV662;A1TA;degrade;FTF;p2;A1TAp2;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;2;AV_080
INSULAAV663;A1TA;degrade;FTF;p3;A1TAp3;Animalia;Parulidae;Setophaga;petechia;Setophaga petechia;Paruline jaune;32798;3;AV_081
INSULAAV664;A1TA;degrade;FTF;p1;A1TAp1;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;1;AV_079
INSULAAV665;A1TA;degrade;FTF;p2;A1TAp2;Animalia;Thraupidae;Coereba;flaveola;Coereba flaveola;Sucrier à  ventre jaune;34294;2;AV_080
INSULAAV666;A1TA;degrade;FTF;p1;A1TAp1;Animalia;Thraupidae;Loxigilla;noctis;Loxigilla noctis;Sporophile rouge-gorge;34361;2;AV_079
