ISO_A3,Country_Name,esperance_vie_hom,esperance_vie_fem,pop_0a14_p100,pop_15a64_p100,pop_65plus_p100,densite_pop,tx_mortalite_p1000,tx_fertilite,pop_rurale_p100,imports_p100GDP,exports_p100GDP,immigration,pop_refugies,transport_aerien,PIB_pcapita,PIB_pays,taux_emploi_p100,emploi_agric_p100,ratio_FH_emploi,articles_scientif,surface_agri_p100,surface_foret_p100,zones_terr_protegees_p100,pop_urbaine_p100,ressource_eau_pcapita,emissions_CO2,pop_expo_partic_fine_p100,pop_diabete_p100,mortalite_maladies_p100,mortalite_infant_0a5ans,pop_rurale_sanitaire_p100,acces_electricite_p100,tourisme_internat_p100export,apport_nrj_alim_p100besoin,preval_obesite_adult_p100,age_median,indice_dvpt_humain,political_regime,global_freedom_score_p100,groupe_economie_pays,groupe_PIB_pays,continent,region_ONU,sous_region,region_WB,Long,Lat,temp_dec19,temp_jan20,temp_fev20,temp_mar20,temp_mean,population,AUC_SI,AUC_confirmed,AUC_deaths,AUC_recovered,AUC_confirmed_pmillion,AUC_deaths_pmillion,AUC_recovered_pmillion,date_SI_sup0,date_SI_sup50,date_SI_max,SI_max,confirmed_30avr,deaths_30avr,recovered_30avr,confirmed_p_million,deaths_p_million,recovered_p_million,b_confirmed,Asym_confirmed,xmid_confirmed,b_deaths,Asym_deaths,xmid_deaths,b_recovered,Asym_recovered,xmid_recovered,date_first_cases,days_since_first_cases
MUS,Mauritius,71.3,77.7,17.8,70.7,11.5,623.3,8.5,1.4,59.2,55.1,42.5,0.0,161.0,1745291.0,26080,14220348672.7333,58.3,6.1,62.7,126.9,42.4,19,4.7,40.8,2182,3.4,100,22,22.6,15.5,95.2,98,38.9,124,11.5,35.3,0.579,Parliamentary republic,89,6. Developing region,3. Upper middle income,Seven seas (open ocean),Africa,Eastern Africa,Sub-Saharan Africa,57.5830030538043,-20.2536353494999,25.8999877929688,25.6599975585938,26.1299987792969,23.860009765625,25.3874984741211,1271767,3564.9,9589,276,276,7539.9031426354,217.020885114962,217.020885114962,0,2,31,91.4,332,10,310,261.054108181766,7.86307554764355,243.75534197695,0.150405508597134,344.890336359038,18350.5488244924,0.143318686767523,9.65143134405653,18349.4907306396,0.252298165354526,325.77393480501,18368.4563787519,3/18/2020,43
MWI,Malawi,60.7,66.9,43.9,53.5,2.6,192.4,6.6,4.2,83.1,36.2,29.2,-80263.0,475.0,10545.0,1310,7064971176.34408,76.7,43.6,89.5,231.2,61.4,33.2,22.9,16.9,991,0.1,100,4.5,16.4,49.7,24.7,12.7,3.8,115,4.7,16.5,0.933,Presidential Republic,62,7. Least developed region,5. Low income,Africa,Africa,Eastern Africa,Sub-Saharan Africa,33.7362656980099,-13.2753642779999,23.8000122070313,24.0400024414063,22.9399963378906,23.1400085449219,23.4800048828125,19129955,2461.805,509.5,51.5,51.5,26.6336225046008,2.69211297151509,2.69211297151509,-51,-10,16,56.61,37,3,7,1.93413941642832,0.156822114845539,0.365918267972925,0.052646822934936,86.1587566491845,18377.6117832808,0.165656054840286,3.05053689929486,18361.6426303691,0.099296616918876,11.0758267699845,18376.2994506561,4/2/2020,28
MYS,Malaysia,74.1,78.2,24.0,69.3,6.7,96.0,5.1,2.0,24.0,63.2,70.0,249999.0,823.0,60481772.0,30650,358581943446.259,64.3,10.4,65.8,23661.3,26.3,67.6,19.1,76,19420,8.1,91,16.7,17.2,7.8,98.7,100,8.8,125,15.3,28.5,NA,Constitutional parliamentary monarchy,52,6. Developing region,3. Upper middle income,Asia,Asia,South-Eastern Asia,East Asia & Pacific,102.111531335442,3.98944733250005,27.0800109863281,27.7799926757813,27.8000122070313,28.6899963378906,27.8375030517578,32365998,4288.275,170242,2606,2606,5259.90269170751,80.5165964602729,80.5165964602729,-9,53,53,71.03,6002,102,4171,185.441524157543,3.15145542553639,128.869809606983,0.073251139161801,6588.72731505724,18349.6382115533,0.09575544994075,105.175933477288,18351.6352041947,0.078764571612964,5200.50674566099,18362.4662625806,1/25/2020,96
NAM,Namibia,60.4,66.2,36.9,59.5,3.6,3.0,8.1,3.4,50.0,46.6,37.5,-24030.0,1336.0,602893.0,10870,14521711633.9533,59.5,22.1,88.6,156.3,47.1,8.3,37.9,50,2710,1.7,100,4.5,21.3,39.6,18.2,52.5,9.8,NA,15,21.2,0.651,Semi-Presidential Republic,77,6. Developing region,3. Upper middle income,Africa,Africa,Southern Africa,Sub-Saharan Africa,17.2337694149665,-22.9574927714999,21.110009765625,21.8099914550781,17.6400085449219,18.5800109863281,19.7850051879883,2540916,3003.335,561,0,0,220.786519507138,0,0,-13,3,34,75.79,16,0,8,6.29694173282391,0,3.14847086641196,0.164083045369846,16.4785050374948,18344.8412846966,0.099999998746877,3.27995050282241E-13,18350.0000000863,0.024650141995531,36.6776853517991,18397.4145860872,3/14/2020,47
NER,Niger,60.9,63.2,50.0,47.4,2.6,17.7,8.3,6.9,83.6,33.0,16.6,20001.0,2725.0,NA,1040,9290938457.2883,72,75.1,72.4,55.2,36.1,0.9,17.3,16.4,182,0.1,100,2.4,20,83.7,7.7,20,6.4,124,4.7,15.4,0.534,Semi-Presidential Republic,48,7. Least developed region,5. Low income,Africa,Africa,Western Africa,Sub-Saharan Africa,9.88311082118389,17.6035519410001,20.6199890136719,19.3699890136719,20.9099975585938,27.1499877929688,22.0124908447266,24206636,2651.445,14842.5,506,506,613.158309151259,20.9033588971223,20.9033588971223,-7,0,8,61.51,719,32,452,29.7025989071757,1.32195155080615,18.6725656551369,0.182875395817566,713.551321870105,18358.1935715894,0.042397001277091,74.0448159927921,18377.6467860805,0.035800078480486,5948.22084336945,18407.7523608701,3/20/2020,41
NGA,Nigeria,53.5,55.2,43.9,53.4,2.7,215.1,11.9,5.4,49.7,13.2,13.2,-300000.0,276853.0,8169192.3,5710,397269616080.908,52.9,35.1,82.7,5602.3,77.7,7.2,13.9,50.3,1253,0.5,100,3.1,22.5,119.9,30.7,54.4,2.9,116,7.8,18.4,0.759,Presidential Republic,47,5. Emerging region: G20,4. Lower middle income,Africa,Africa,Western Africa,Sub-Saharan Africa,7.93262916688333,9.07621714300005,25.5200134277344,25.7099853515625,27.9699951171875,29.0500122070313,27.0625015258789,206139587,4419.805,19385,556,556,94.0382208100572,2.69720148415743,2.69720148415743,-58,29,60,81.5,1932,58,319,9.37229004926647,0.281362744750236,1.5474950961263,0.007730905064939,191116894.048669,18698.4960772771,0.013205188470139,41340.7023472351,18525.0364309376,0.06351075488284,528.057403076239,18373.4240978796,2/28/2020,62
NIC,Nicaragua,70.7,77.8,30.2,64.6,5.2,53.7,5.1,2.4,41.5,54.8,41.2,-106360.0,1673.0,NA,5400,13117845416.6297,66.4,30.7,59,43.7,42.1,25.9,37.2,58.5,25428,0.8,100,11.4,14.2,18.3,61.5,86.8,9.9,116,21.8,25.7,0.954,Presidential Republic,31,6. Developing region,4. Lower middle income,North America,Americas,Central America,Latin America & Caribbean,-85.5580429667471,12.8457298850001,23.7799926757813,23.4900146484375,24.0100036621094,23.7799926757813,23.7650009155274,6624554,805.505,295,54.5,54.5,44.5312997675013,8.2269689400977,8.2269689400977,-27,NA,27,16.67,14,3,7,2.11334981947464,0.452860675601708,1.05667490973732,0.052959685654854,17.7006034563766,18359.5933054347,0.017002273687321,51.0364223323252,18441.0624108666,0.285974851146007,7.13594111051755,18364.6891061435,3/19/2020,42
NLD,Netherlands,80.2,83.4,16.1,64.7,19.2,511.5,8.9,1.6,8.5,72.6,83.4,80000.0,47.0,43996044.6,56890,913658465709.125,63.6,2,84.3,30457.3,53.3,11.2,11.2,91.5,652,9.9,100,5.4,11.2,3.9,99.9,100,3.4,126,23.1,42.6,0.834,Constitutional parliamentary monarchy,99,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,Europe & Central Asia,5.51640674558205,52.1056320195,5.7700134277344,5.85000000000002,6.9999938964844,7.11000976562502,6.43250427246096,17134873,3972.095,924688,97967.5,97967.5,53965.2672068244,5717.43368042471,5717.43368042471,8,17,33,84.65,39316,4795,0,2294.50197850897,279.838665859969,0,0.061677943072334,49644.5095147709,18357.3925663102,0.071326933673859,5831.84648383901,18359.8087096174,20.6497656421767,174.242424253824,18349.0678040114,2/27/2020,63
NOR,Norway,81.3,84.4,17.5,65.4,17.1,14.6,7.7,1.6,17.8,32.8,36.3,140000.0,9.0,NA,68310,434166615431.909,63.8,2.1,89.8,11802.8,2.7,33.2,17.1,82.2,74359,9.3,2,5.3,9.2,2.5,98.3,100,4.3,135,25,39.2,0.56,Constitutional parliamentary monarchy,100,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Northern Europe,Europe & Central Asia,22.6969759666128,79.8517723655,-11.3700012207031,-14.0400146484375,-15.7500061035156,-17.3499969482422,-14.6275047302246,5421242,4180.645,247910,4387,4387,45729.373453537,809.224159334706,809.224159334706,-26,15,27,79.63,7738,210,32,1427.34819806974,38.7365109323657,5.90270642778906,0.081465171236666,8058.71654003108,18344.7650265458,0.084998070658317,247.070057176687,18359.2393911111,0.419774558692361,32.426715196247,18350.8548025092,2/26/2020,64
NPL,Nepal,69.0,71.9,30.4,63.9,5.7,195.9,6.4,1.9,80.3,42.4,9.0,208549.0,8594.0,3296953.0,3110,29040398982.3466,83.8,65,97.3,792.1,28.7,25.4,23.6,19.7,7366,0.3,100,7.2,21.8,32.2,60.8,95.5,27.8,119,3.8,24.1,0.795,Parliamentary republic,56,7. Least developed region,5. Low income,Asia,Asia,Southern Asia,South Asia,83.1031065306872,28.3766282150001,3.9999938964844,3.21999511718752,5.83999023437502,9.67998657226565,5.68499145507815,29136808,4737.305,855.5,0,0,29.3614866803529,0,0,-24,57,59,95.24,57,0,16,1.9562884170428,0,0.549133590748856,0.047059576341128,172.037509082922,18382.4126503219,0.099999998746877,3.27995050282241E-13,18350.0000000863,0.219887960749921,20.4563457552005,18373.8290361761,1/25/2020,96
NZL,New Zealand,80.2,83.6,19.7,64.7,15.6,18.6,6.9,1.7,13.5,26.7,27.6,74403.0,38.0,17249050.0,39410,204923917869.355,69.9,5.7,86,7888.8,40.5,38.6,32.5,86.5,72510,7.7,0,6.2,10.1,5.7,100,100,19.1,129,32,37.9,0.543,Constitutional parliamentary monarchy,97,2. Developed region: nonG7,1. High income: OECD,Oceania,Oceania,Australia and New Zealand,East Asia & Pacific,171.234351260277,-43.5954729144999,11.6799865722656,13.7600036621094,14.4099975585938,11.2900024414063,12.7849975585938,4822233,4739.015,41758.5,265.5,265.5,8659.57741983848,55.0574806318981,55.0574806318981,-26,22,27,97.35,1479,19,1252,306.70438363306,3.94008335972152,259.630756124808,0.15061423693003,1500.31693040342,18350.5045346178,0.138923299296531,22.5891669386178,18367.3037675364,0.10739858159812,1494.90828675,18364.6171590064,2/28/2020,62
OMN,Oman,75.9,80.1,22.2,75.4,2.4,15.6,2.4,2.9,15.5,49.5,52.4,437000.0,42.0,10438241.0,41680,79276723016.9051,72.4,4.6,34.5,856.4,4.6,0,2.6,84.5,348,15.2,100,10.1,17.8,11.4,100,100,6.4,121,22.9,25.6,0.724,Absolute monarchy,23,6. Developing region,2. High income: nonOECD,Asia,Asia,Western Asia,Middle East & North Africa,56.9646495795195,20.8173281925001,23.339990234375,20.8699890136719,22.6199890136719,23.1700073242188,22.4999938964844,5106622,4890.575,32750,159.5,159.5,6413.24147352203,31.2339546573057,31.2339546573057,-35,22,46,94.71,2348,11,495,459.795144422282,2.15406583843488,96.9329627295696,0.040853929085646,7574.84200779772,18385.3169939333,0.065585671922348,18.3059127152954,18371.1286064709,0.017634911852957,15361.292263399,18453.7501249332,2/24/2020,66
PAK,Pakistan,66.2,68.1,35.3,60.4,4.3,275.3,6.9,3.5,63.3,17.6,8.3,-1166895.0,132259.0,6880637.0,5860,314588210501.063,52.6,36.7,26.8,12904.3,47.8,1.9,12.3,36.7,282,0.9,100,19.9,24.7,69.3,50.3,70.8,2.7,109,7.8,23.8,0.759,Parliamentary republic,38,5. Emerging region: G20,4. Lower middle income,Asia,Asia,Southern Asia,South Asia,70.0866845186718,30.380058899,10.8699890136719,8.92000732421877,15.589990234375,17.9599853515625,13.3349929809571,220892331,4841.19,237587.5,4437.5,4437.5,1075.58057323412,20.0889726678651,20.0889726678651,-26,16,29,97.35,16817,385,4315,76.1321134322223,1.74293058639505,19.5344038449212,0.017131242382534,401998.302538726,18449.7566690821,0.022301749042687,6847.94570846727,18429.9674213958,0.057185805796651,8150.27435726906,18377.6275734646,2/26/2020,64
PAN,Panama,75.2,81.6,27.1,64.8,8.1,56.2,5.1,2.5,32.3,45.3,42.3,56000.0,49.0,12939350.0,23550,65055100000,66.6,14,66.9,172.9,30.4,61.9,20.9,67.7,35014,2.3,72,7.7,13,15.3,64.8,100,20.8,119,22.5,29.2,0.712,Presidential Republic,84,6. Developing region,3. Upper middle income,North America,Americas,Central America,Latin America & Caribbean,-81.467306915366,8.41720917050006,25.8799987792969,26.4099975585938,27.0800109863281,24.9999938964844,26.0925003051758,4314768,4205.59,116738,3129,3129,27055.4523441353,725.183833754213,725.183833754213,-49,6,39,83.6,6532,188,576,1513.87050242331,43.5712881897706,133.495010623978,0.049153836572127,10883.7549924552,18368.9354720317,0.053299478374932,306.357493719552,18369.4176529569,0.057493049938491,2757.10005215725,18389.8667308783,3/10/2020,51
PER,Peru,73.8,79.3,25.8,66.1,8.1,25.0,5.5,2.3,22.1,22.8,24.7,495345.0,2592.0,17758527.3,13710,222044970486.217,77.6,27.4,82.5,1629.9,18.5,57.7,21.3,77.9,54536,2.1,100,6.6,12.6,14.3,56.1,96.4,8.7,117,19.1,28,0.872,Presidential Republic,72,5. Emerging region: G20,3. Upper middle income,South America,Americas,South America,Latin America & Caribbean,-75.7676500549991,-9.18341753599993,23.8699890136719,24.0200134277344,24.35,24.2900024414063,24.1325012207031,32971846,4683.245,400158,10672.5,10672.5,12136.3541489306,323.685243464985,323.685243464985,-1,8,12,96.03,36976,1051,10405,1121.44160809195,31.8756796328601,315.572261255861,0.033488414047847,240430.534914549,18401.2244582015,0.022562620087477,30286.5419094822,18436.0881813125,0.112381933113097,11745.4434713161,18367.2537658657,3/6/2020,55
PHL,Philippines,67.1,75.4,31.0,63.9,5.1,357.7,5.9,2.6,53.1,40.9,31.0,-335758.0,527.0,43080118.0,10740,330910343610.956,59.6,23.4,62.9,2237.3,41.7,27.8,15.3,46.9,4766,1.1,96,7.1,26.8,28.4,74.8,93,10.8,120,6,23.5,0.85,Presidential Republic,59,5. Emerging region: G20,4. Lower middle income,Asia,Asia,South-Eastern Asia,East Asia & Pacific,125.2443277628,7.69800446150006,23.6499877929688,23.8000122070313,23.339990234375,24.0100036621094,23.6999984741211,109581085,5688.72,170975,10504,10504,1560.26014891165,95.8559590827194,95.8559590827194,-6,45,48,97.22,8488,568,1043,77.4586234476507,5.18337630988049,9.51806600564322,0.066866446738244,10173.0295468274,18359.7166722845,0.060857756825124,802.224962899778,18364.8956494329,0.080699284178967,1655.78010431038,18372.3522164203,1/30/2020,91
PNG,Papua New Guinea,63.0,65.6,35.8,60.7,3.5,19.0,7.4,3.6,86.8,NA,NA,-3999.0,427.0,964713.0,4220,23497607690.1178,47.2,58.3,96.4,64.1,2.6,74.1,3.1,13.2,100796,0.8,100,17.9,30,47.8,7.7,54.4,0.1,101,19.4,23.1,0.848,Constitutional parliamentary monarchy,62,6. Developing region,4. Lower middle income,Oceania,Oceania,Melanesia,East Asia & Pacific,144.361786925221,-6.63990366649993,28.5100036621094,28.5100036621094,28.4999938964844,28.4200073242188,28.4850021362305,8947027,3646.68,147,0,0,16.4300387156538,0,0,-53,4,29,83.07,8,0,0,0.894151766838303,0,0,0.112329410724258,10.2919506172354,18365.2342494966,0.099999998746877,3.27995050282241E-13,18350.0000000863,0.100000000079835,-2.07999443406839E-15,18299.9999999999,3/20/2020,41
POL,Poland,73.9,81.8,15.1,67.4,17.5,124.0,10.9,1.5,39.9,50.2,54.4,-146976.0,1087.0,9277538.0,30010,585663814824.044,56.7,9.2,74.3,35662.6,46.9,30.9,39.7,60.1,1410,7.5,100,6.1,18.7,4.4,99.2,100,4.8,138,25.6,40.7,NA,Semi-Presidential Republic,84,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Eastern Europe,Europe & Central Asia,19.1562721067565,51.9199198405001,3.30999145507815,2.15999755859377,4.35000000000002,5.0200134277344,3.71000061035159,37846605,4181.355,245015.5,9212,9212,6473.90961487827,243.403602515998,243.403602515998,-41,10,36,88.09,12877,644,3236,340.241879027194,17.0160573187476,85.5030457817815,0.055582652105272,18797.8738554193,18364.9108948486,0.052769943711708,1253.92730766099,18374.698136355,0.033779313524762,36457.0210389547,18408.197127545,3/4/2020,57
PRT,Portugal,78.7,84.9,13.5,64.6,21.9,112.2,11.0,1.4,34.8,41.7,42.7,-30001.0,19.0,17367956.0,32680,240674524464.24,58.8,5.9,84.6,14294.6,39.5,34.6,22.9,65.2,3653,4.3,16,9.8,11.1,3.7,99.8,100,22.7,139,23.2,42.2,0.816,Semi-Presidential Republic,96,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,Europe & Central Asia,-8.29157255404863,39.5650770750001,11.7799926757813,10.089990234375,13.0500122070313,12.5800109863281,11.8750015258789,10196707,4495.52,567438.5,18319.5,18319.5,55649.1914497494,1796.60943479106,1796.60943479106,-36,17,38,90.61,25045,989,1519,2456.18511937236,96.9920975467864,148.969662460636,0.076079813828871,28498.8637244024,18356.2559673056,0.06596129456897,1320.38083762198,18363.4757520685,0.068465673124664,3220.3407170737,18376.7968466177,3/2/2020,59
PRY,Paraguay,72.2,76.3,29.4,64.1,6.5,17.5,5.5,2.4,38.4,32.3,36.4,-82780.0,76.0,560631.0,13220,40496953779.071,72.1,20.1,70,98,55.1,37.7,14.3,61.6,17729,0.9,99,9.6,17.5,20.2,82.8,99.3,2.7,112,19,28.2,0.824,Presidential Republic,65,5. Emerging region: G20,4. Lower middle income,South America,Americas,South America,Latin America & Caribbean,-58.4719639535553,-23.4386198934999,28.089990234375,29.4699951171875,29.110009765625,29.5800109863281,29.0625015258789,7132530,5095.655,5459,225,225,765.366566982543,31.5456086409731,31.5456086409731,-45,5,32,96.03,266,10,113,37.2939195488838,1.40202705070992,15.8429056730221,0.055819797170108,341.215771636968,18360.7014996155,0.063470592893714,11.9039630139873,18356.9284414458,0.029512094528005,1410.37202238772,18413.0547924903,3/8/2020,53
QAT,Qatar,79.0,81.9,13.5,85.1,1.4,239.6,1.2,1.9,0.9,37.3,51.0,200000.0,36.0,29178923.0,124410,191362087912.088,86.8,1.2,60,1502.6,5.8,0,13.2,99.1,23,43.9,100,15.6,15.3,6.8,NA,100,14.9,NA,33.9,33.2,NA,Absolute monarchy,25,6. Developing region,2. High income: nonOECD,Asia,Asia,Western Asia,Middle East & North Africa,51.1379422257886,25.3636538760001,20.2300048828125,17.4800048828125,19.5599914550781,22.9800048828125,20.0625015258789,2881060,4802.17,160423.5,215,215,55682.1100567152,74.6253115172888,74.6253115172888,-36,17,28,91.54,13409,10,1372,4654.18977737361,3.47094472173436,476.213615821954,0.008575158253215,132875172.25792,18640.4753211439,0.109607751265959,10.8576480818873,18357.4111382837,0.015868509690908,168278.570940025,18481.1842278956,2/29/2020,61
ROU,Romania,71.8,79.2,15.5,66.1,18.4,84.6,13.5,1.7,46.0,43.6,41.5,-369997.0,1160.0,4908235.0,27520,239552516744.469,54.7,21.7,70,10345,58.8,30.1,24.5,54,2129,3.5,98,6.9,21.4,7.3,71.5,100,3.2,145,24.5,41.1,0.609,Semi-Presidential Republic,83,2. Developed region: nonG7,3. Upper middle income,Europe,Europe,Eastern Europe,Europe & Central Asia,24.2478249617511,45.961691793,2.58999023437502,-0.870001220703102,3.9999938964844,6.82000122070315,3.13499603271487,19237682,4674.87,231585,11585.5,11585.5,12038.0927390317,602.229520167762,602.229520167762,-30,14,34,88.36,12240,717,4017,636.251290566088,37.2706025601213,208.808940702939,0.056889085325713,17625.4927444446,18364.7119051503,0.058861739447467,1091.7216498921,18368.3286907534,0.037348851032088,17692.9244431916,18393.0525397083,2/26/2020,64
RUS,Russian Federation,67.8,77.8,17.9,67.4,14.7,8.8,12.4,1.6,25.6,20.7,26.1,912279.0,61463.0,99327311.0,26900,1657554647149.87,61.8,5.8,78,81579.4,13.3,49.8,9.7,74.4,29982,11.9,92,6.1,25.4,7.2,78.1,100,3.7,138,25.7,39.6,0.857,Semi-Presidential Republic,20,3. Emerging region: BRIC,3. Upper middle income,Europe,Europe,Eastern Europe,Europe & Central Asia,88.3874712890128,59.4646128185001,-14.7599853515625,-12.7500061035156,-10.4700073242187,-3.7299865722656,-10.4274963378906,145934460,4216.09,1088472,9640.5,9640.5,7458.63588353292,66.060476737297,66.060476737297,-1,48,59,92.86,106498,1073,11619,729.76595109887,7.35261568789167,79.6179325979621,0.048207945720075,411810.295135874,18388.1672187711,0.037187702123696,9218.65673371071,18402.8161580467,0.011965875688133,112613823.727058,18567.6744076689,1/31/2020,90
RWA,Rwanda,66.5,70.8,40.0,57.1,2.9,498.7,5.2,4.0,82.8,32.8,18.2,-44998.0,247481.0,1073528.0,2200,9508715596.4368,83.7,62.4,100.7,169.5,73.4,19.7,9.1,17.2,857,0.1,100,5.1,18.2,35.3,69.6,34.1,25.9,99,4.8,19,0.514,Presidential Republic,22,7. Least developed region,5. Low income,Africa,Africa,Eastern Africa,Sub-Saharan Africa,29.9807469365102,-1.94732187849992,18.0400024414063,17.9399963378906,18.4299865722656,18.339990234375,18.1874938964844,12952209,5341.44,4722.5,0,0,364.609619872564,0,0,-53,2,7,100,243,0,104,18.7612784815316,0,8.0295183624662,0.046255496145222,302.719130396239,18361.1493636618,0.099999998746877,3.27995050282241E-13,18350.0000000863,0.218178310407414,98.7186084953836,18365.0097632501,3/14/2020,47
SAU,Saudi Arabia,73.8,76.6,25.0,71.6,3.4,15.7,3.5,2.3,16.2,29.3,34.9,674895.0,1493.0,39141660.0,55840,786521831571.957,55.9,2.4,28.2,10897.9,80.8,0.5,4.8,83.8,78,19.4,100,15.8,16.4,7.1,NA,100,5.4,130,35,27.5,0.799,Absolute monarchy,7,2. Developed region: nonG7,2. High income: nonOECD,Asia,Asia,Western Asia,Middle East & North Africa,44.6629773309233,24.2441365665001,17.8699890136719,14.339990234375,18.0700012207031,21.1799865722656,17.8649917602539,34813867,4766.785,262985.5,2445,2445,7554.04448463022,70.2306353959473,70.2306353959473,-32,13,55,94.18,22753,162,3163,653.561409883022,4.65331817347381,90.8546011277633,0.015908101046796,2824015.72439788,18480.472656567,0.055275857931684,286.624823046197,18372.090720409,0.020357969961557,76641.505071128,18439.0926593834,3/2/2020,59
SDN,Sudan,63.3,66.9,40.5,55.9,3.6,NA,7.2,4.4,65.4,11.8,9.7,-250001.0,724791.0,269958.5,4430,40851536133.7642,48.4,39.9,42.7,397.8,NA,NA,2.3,34.6,102,0.3,100,22.1,26,60.5,24.2,56.5,20.9,111,7.4,19.9,0.801,No constitutionally defined basis to current regime,12,6. Developing region,4. Lower middle income,Africa,Africa,Northern Africa,Sub-Saharan Africa,29.7773187250978,15.4505954995001,20.0599914550781,17.5599914550781,20.6400085449219,25.1,20.8399978637696,43849269,4031.955,2841,287.5,287.5,64.7901336736081,6.55655171811416,6.55655171811416,-45,3,31,84.26,442,31,39,10.0799855979355,0.706967315692309,0.889410493935486,0.015921045436199,3397793.49737662,18519.7416724992,0.0088828428655,4037780.26200332,18659.6411992221,0.0106370854745,32397461.6566736,18627.7990753405,3/13/2020,48
SEN,Senegal,65.5,69.6,43.1,53.9,3.0,82.3,5.7,4.6,52.8,35.6,21.8,-100001.0,18222.0,21038.0,3670,24129599551.7869,45.7,30,60.9,388.3,46.1,42.8,25.4,47.2,1820,0.6,100,2.4,18.1,43.6,39.6,61.7,10.2,114,7.4,18.8,0.438,Presidential Republic,71,7. Least developed region,4. Lower middle income,Africa,Africa,Western Africa,Sub-Saharan Africa,-14.6572446641394,14.4885782910001,27.4099975585938,26.860009765625,30.8000122070313,31.610009765625,29.1700073242188,16743930,2967.185,13002.5,113.5,113.5,776.550069189253,6.77857587794502,6.77857587794502,12,18,21,66.67,933,9,334,55.7216854107727,0.537508219396522,19.9475272531598,0.004935333432295,183537108.298478,18890.109513137,0.018759686231879,523.289486301847,18455.0703099469,0.074148743035411,398.795726606995,18363.1862545499,3/2/2020,59
SGP,Singapore,81.0,85.4,12.3,76.3,11.4,7953.0,5.0,1.1,0.0,146.4,171.4,135142.0,48.0,40401515.0,94670,364156657769.87,70.5,0.7,79.1,11458.6,0.9,23.1,5.6,100,110,10.3,100,5.5,9.3,2.8,NA,100,3.2,NA,6.6,34.6,0.935,Parliamentary republic,50,6. Developing region,2. High income: nonOECD,Asia,Asia,South-Eastern Asia,East Asia & Pacific,103.830541439967,1.36454905800005,27.6799865722656,28.3699890136719,28.610009765625,29.3799987792969,28.5099960327149,5850343,4532.685,193988.5,299.5,299.5,33158.4831863704,51.1935795901198,51.1935795901198,-21,71,82,87.83,16169,15,1244,2763.76957727094,2.56395223322803,212.637105209045,0.049012982368426,58730.4466052038,18386.2559570167,0.059666130974713,18.7212920911335,18360.6220416835,0.007627379725753,523721.799915396,18617.3850817732,1/23/2020,98
SLE,Sierra Leone,53.5,55.1,41.1,56.0,2.9,106.0,11.7,4.3,57.9,48.0,26.1,-21000.0,4837.0,NA,1490,4085114794.22324,57.9,54.9,98,40.7,54.7,43.1,9.4,42.1,22801,0.2,100,2.4,30.5,105.1,8.5,23.4,5.2,110,7.5,19,NA,Presidential Republic,65,7. Least developed region,5. Low income,Africa,Africa,Western Africa,Sub-Saharan Africa,-11.8901914691641,8.45963948850008,29.4399963378906,28.6499877929688,31.0599914550781,31.6199890136719,30.1924911499024,7976985,2876.23,1047,24.5,24.5,131.252597315903,3.07133584932152,3.07133584932152,-15,0,5,90.08,124,7,21,15.5447202169742,0.877524528377576,2.63257358513273,0.087332553546871,246.259758207929,18378.236836072,0.248997913701217,8.60248182011858,18378.1113984055,0.129203051498114,26.3276707166922,18376.6701192528,3/31/2020,30
SLV,El Salvador,68.2,77.6,27.1,64.6,8.3,309.9,7.0,2.0,28.0,45.5,29.0,-202694.0,32564.0,2545105.0,7860,26057000000,59.1,16.3,59.8,45.4,76.4,12.6,8.8,72,2483,1,100,8.8,14,13.7,78.6,99.5,18.2,118,22.7,27.1,0.857,Presidential Republic,66,6. Developing region,4. Lower middle income,North America,Americas,Central America,Latin America & Caribbean,-88.9118272184591,13.8062255865001,24.5200134277344,24.2600036621094,24.9399963378906,25.4699951171875,24.7975021362305,6486201,5193.585,5291.5,177,177,815.808822452465,27.2887010439547,27.2887010439547,-56,-3,33,96.03,395,10,119,60.8985136291644,1.54173452225733,18.3466408148622,0.03349143474831,1513.81154026347,18391.7753971868,0.15152590578191,8.34447644676906,18356.8494791652,0.04502890940202,489.407650815477,18390.4242923215,3/19/2020,42
SRB,Serbia,73.1,78.1,15.7,66.0,18.3,79.8,14.6,1.5,43.9,57.1,50.5,20000.0,32370.0,2262703.0,16540,50597289146.7041,54.9,15.5,75.5,4523.4,39.3,31.1,6.6,56.1,1179,5.3,100,9,19.1,5.5,95.1,100,7.7,110,23.5,42.6,0.413,Parliamentary republic,66,6. Developing region,3. Upper middle income,Europe,Europe,Southern Europe,Europe & Central Asia,20.9972406590092,44.2056749470001,4.20998535156252,0.740014648437523,5.86000976562502,7.39998779296877,4.55249938964846,8737370,4863.57,151355.5,3040.5,3040.5,17322.7756178347,347.988010122039,347.988010122039,-44,9,15,100,9009,179,1343,1031.08830231523,20.4867139654152,153.707580198618,0.066650311163531,12975.8856385694,18366.7369292457,0.066494276375952,238.465603167935,18364.9358640457,0.427845575438774,1238.96326614608,18369.4541658122,3/6/2020,55
