ISO_A3,Country_Name,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,X106,X107,X108,X109,X110
PSE,West Bank and Gaza,4569087,72.3,75.6,38.9,57.9,759,3.5,3.6,23.8,55.6,18.6,NA,13.2,-52816,100742,NA,NA,6000,14615900000,NA,NA,NA,43.8,6.1,25.5,NA,376,NA,49.3,1.5,8.4,76.2,NA,195,NA,100,9.5,NA,20.3,NA,NA,5.7,98.9,99.8,1.1,96.1,100,8.4,NA,NA,19.7,0.536,NA,6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,Middle East & North Africa,35.2627304380013,31.9405838015001,14.1700073242188,10.9999938964844,12.4699951171875,15.8799987792969,13.3799987792969,5101416,344,2,76,67.4322580240467,0.392048011767713,14.8978244471731,0.098474409072737,442.173860972525,18352.7667429098,1.08809257125433e-14,2.81905850979821e-41,0,1,27,0.091114194078593,3.05190170099595,18355.0799544802,3.33214073122757e-5,1.43603514006686e-15,2.22471115711364e-296,1,19,0.063363537767257,110.312997512001,18359.2409016619,1.58788956489304e-13,4.54016722271511e-21,1.47630925170432e-298,1,29,2020-03-05,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
PYF,French Polynesia,277679,75.4,79.7,22.8,68.9,75.9,5.6,1.9,38.2,NA,NA,NA,NA,-5000,NA,NA,76433,NA,NA,NA,NA,NA,54.2,6.9,78.6,NA,NA,NA,12.4,42.3,2,61.8,NA,NA,3,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,120,NA,31.9,NA,NA,6. Developing region,2. High income: nonOECD,Oceania,Oceania,Polynesia,East Asia & Pacific,-139.014928716057,-9.78215911249993,26.979649122807,27.9874353288987,27.8496240601504,28.3041345480028,26.979649122807,280904,58,0,50,206.476233873494,0,177.996753339219,0.111443722733319,58.9910675078275,18345.5004502308,1.36440695575349e-53,1.09748916024062e-104,0,1,21,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.495023422721474,47.9997200696375,18372.4016887151,4.28020700054683e-31,1.6796036659374e-85,0,1,15,2020-03-13,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
QAT,Qatar,2781677,79,81.9,13.5,85.1,239.6,1.2,1.9,0.9,37.3,51,NA,NA,200000,36,29178923,1835000,124410,191362087912.088,NA,NA,NA,86.8,1.2,60,NA,1502.6,NA,5.8,0,13.2,99.1,9.4,23,43.9,100,15.6,15.3,6.8,2.78,1.4,NA,103.3,95.7,NA,NA,100,14.9,NA,33.9,33.2,NA,NA,6. Developing region,2. High income: nonOECD,Asia,Asia,Western Asia,Middle East & North Africa,51.1379422257886,25.3636538760001,20.2300048828125,17.4800048828125,19.5599914550781,22.9800048828125,20.0625015258789,2881060,13409,10,1372,4654.18977737361,3.47094472173436,476.213615821954,0.008575158253215,132875172.25792,18640.4753211439,4.38037349420476e-9,0.522949210198264,2.42397010044934e-147,0,95,0.109607751265959,10.8576480818873,18357.4111382837,1.35798479631984e-35,1.44987843125476e-68,0,1,8,0.015868509690908,168278.570940025,18481.1842278956,2.86420214157429e-18,0.059959746499791,1.71434400661663e-202,1,49,2020-02-29,61,104435,36248.8112014328,people tested,2020-05-03,NA,NA,NA,NA,NA
REU,Reunion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.550615,-21.140234,21.9999938964844,22.3200012207031,22.0800109863281,21.7000061035156,22.0250030517578,895308,420,0,300,469.112305485933,0,335.080218204238,0.158882541461581,418.782109108379,18347.6881582548,3.07357854968381e-77,3.37222490688319e-140,0,1,24,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,2.57134589458983,267.132051773816,18366.2431980191,1.04711141736e-4,7.20969880915593e-74,0,1,72,2020-03-11,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROU,Romania,19466145,71.8,79.2,15.5,66.1,84.6,13.5,1.7,46,43.6,41.5,22.4,NA,-369997,1160,4908235,678000,27520,239552516744.469,NA,15.6,36,54.7,21.7,70,0.5,10345,1.9,58.8,30.1,24.5,54,23.2,2129,3.5,98,6.9,21.4,7.3,2.26,6.3,3,85.2,NA,1,71.5,100,3.2,145,24.5,41.1,0.609,NA,2. Developed region: nonG7,3. Upper middle income,Europe,Europe,Eastern Europe,Europe & Central Asia,24.2478249617511,45.961691793,2.58999023437502,-0.870001220703102,3.9999938964844,6.82000122070315,3.13499603271487,19237682,12240,717,4017,636.251290566088,37.2706025601213,208.808940702939,0.056889085325713,17625.4927444446,18364.7119051503,4.76981222568674e-95,2.35307018618284e-99,0,1,17,0.058861739447467,1091.7216498921,18368.3286907534,4.09822013658664e-62,2.954745555421e-62,0,1,10,0.037348851032088,17692.9244431916,18393.0525397083,6.3954698740946e-35,9.32227252766334e-14,7.21307314667834e-280,1,40,2020-02-26,64,190540,9904.51968173712,tests performed,2020-05-02,NA,NA,NA,NA,NA
RUS,Russian Federation,144478050,67.8,77.8,17.9,67.4,8.8,12.4,1.6,25.6,20.7,26.1,17.7,NA,912279,61463,99327311,6335300,26900,1657554647149.87,12.9,2.5,37.2,61.8,5.8,78,1.1,81579.4,3.9,13.3,49.8,9.7,74.4,8.6,29982,11.9,92,6.1,25.4,7.2,4.01,8.2,3.7,102.6,NA,1,78.1,100,3.7,138,25.7,39.6,0.857,149.6,3. Emerging region: BRIC,3. Upper middle income,Europe,Europe,Eastern Europe,Europe & Central Asia,88.3874712890128,59.4646128185001,-14.7599853515625,-12.7500061035156,-10.4700073242187,-3.7299865722656,-10.4274963378906,145934460,106498,1073,11619,729.76595109887,7.35261568789167,79.6179325979621,0.048207945720075,411810.295135874,18388.1672187711,6.88343735084164e-62,1.85663154490547e-35,4e-323,1,25,0.037187702123696,9218.65673371071,18402.8161580467,8.72231837987801e-47,5.9193978704074e-15,3.46013404335181e-288,1,12,0.011965875688133,112613823.727058,18567.6744076689,5.21965717748343e-5,0.675858303427226,1.93169656686872e-143,0,97,2020-01-31,90,4099999,28094.796801249,tests performed,2020-05-03,NA,NA,NA,NA,NA
RWA,Rwanda,12301939,66.5,70.8,40,57.1,498.7,5.2,4,82.8,32.8,18.2,12.1,12,-44998,247481,1073528,NA,2200,9508715596.4368,NA,NA,NA,83.7,62.4,100.7,NA,169.5,1.2,73.4,19.7,9.1,17.2,15.7,857,0.1,100,5.1,18.2,35.3,0.14,NA,3.5,137.7,78.2,1,69.6,34.1,25.9,99,4.8,19,0.514,NA,7. Least developed region,5. Low income,Africa,Africa,Eastern Africa,Sub-Saharan Africa,29.9807469365102,-1.94732187849992,18.0400024414063,17.9399963378906,18.4299865722656,18.339990234375,18.1874938964844,12952209,243,0,104,18.7612784815316,0,8.0295183624662,0.046255496145222,302.719130396239,18361.1493636618,2.83841855863896e-19,1.61744922675177e-21,3.93231075103205e-289,1,29,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.218178310407414,98.7186084953836,18365.0097632501,4.79243710808451e-50,7.91425490191448e-98,0,1,18,2020-03-14,47,25145,1941.3676848482,units unclear,2020-04-30,NA,NA,NA,NA,NA
SAU,Saudi Arabia,33699947,73.8,76.6,25,71.6,15.7,3.5,2.3,16.2,29.3,34.9,NA,NA,674895,1493,39141660,8670000,55840,786521831571.957,NA,NA,NA,55.9,2.4,28.2,NA,10897.9,8.8,80.8,0.5,4.8,83.8,13.2,78,19.4,100,15.8,16.4,7.1,2.39,2.2,NA,99.5,103.3,1,NA,100,5.4,130,35,27.5,0.799,125.3,2. Developed region: nonG7,2. High income: nonOECD,Asia,Asia,Western Asia,Middle East & North Africa,44.6629773309233,24.2441365665001,17.8699890136719,14.339990234375,18.0700012207031,21.1799865722656,17.8649917602539,34813867,22753,162,3163,653.561409883022,4.65331817347381,90.8546011277633,0.015908101046796,2824015.72439788,18480.472656567,3.06490012616152e-14,0.116577158450281,1.13213167961076e-194,1,55,0.055275857931684,286.624823046197,18372.090720409,9.59042589566493e-54,4.43596777415695e-48,0,1,10,0.020357969961557,76641.505071128,18439.0926593834,1.5667626922087e-13,0.034313420034832,6.28268790814826e-209,1,38,2020-03-02,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN,Sudan,41801533,63.3,66.9,40.5,55.9,NA,7.2,4.4,65.4,11.8,9.7,4,2.5,-250001,724791,269958.5,551900,4430,40851536133.7642,NA,NA,NA,48.4,39.9,42.7,NA,397.8,2.3,NA,NA,2.3,34.6,18.8,102,0.3,100,22.1,26,60.5,NA,0.8,NA,76.8,61.7,1,24.2,56.5,20.9,111,7.4,19.9,0.801,NA,6. Developing region,4. Lower middle income,Africa,Africa,Northern Africa,Sub-Saharan Africa,29.7773187250978,15.4505954995001,20.0599914550781,17.5599914550781,20.6400085449219,25.1,20.8399978637696,43849269,442,31,39,10.0799855979355,0.706967315692309,0.889410493935486,0.015921045436199,3397793.49737662,18519.7416724992,2.34216670446e-4,0.69798832949492,2.17545212779519e-151,0,96,0.0088828428655,4037780.26200332,18659.6411992221,0.056990515649425,0.879446403599969,2.32596835327964e-95,0,96,0.0106370854745,32397461.6566736,18627.7990753405,0.117661689714297,0.913773696687334,6.43133016934485e-93,0,98,2020-03-13,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEN,Senegal,15854360,65.5,69.6,43.1,53.9,82.3,5.7,4.6,52.8,35.6,21.8,13.5,4.2,-100001,18222,21038,570500,3670,24129599551.7869,NA,NA,NA,45.7,30,60.9,NA,388.3,1.9,46.1,42.8,25.4,47.2,100,1820,0.6,100,2.4,18.1,43.6,0.07,NA,5.1,85.6,61.2,1.1,39.6,61.7,10.2,114,7.4,18.8,0.438,NA,7. Least developed region,4. Lower middle income,Africa,Africa,Western Africa,Sub-Saharan Africa,-14.6572446641394,14.4885782910001,27.4099975585938,26.860009765625,30.8000122070313,31.610009765625,29.1700073242188,16743930,933,9,334,55.7216854107727,0.537508219396522,19.9475272531598,0.004935333432295,183537108.298478,18890.109513137,0.175944530660514,0.917873974085981,2.22203693186743e-57,0,98,0.018759686231879,523.289486301847,18455.0703099469,0.01509356702767,0.604056807485223,2.96663183843148e-150,1,25,0.074148743035411,398.795726606995,18363.1862545499,2.40417411921684e-55,3.7548577446748e-68,0,1,28,2020-03-02,59,13960,833.734971419494,tests performed,2020-05-02,NA,NA,NA,NA,NA
SGP,Singapore,5638676,81,85.4,12.3,76.3,7953,5,1.1,0,146.4,171.4,NA,NA,135142,48,40401515,36600000,94670,364156657769.87,NA,NA,NA,70.5,0.7,79.1,NA,11458.6,3.1,0.9,23.1,5.6,100,NA,110,10.3,100,5.5,9.3,2.8,2.31,2.1,NA,100.6,99.3,1,NA,100,3.2,NA,6.6,34.6,0.935,96.8,6. Developing region,2. High income: nonOECD,Asia,Asia,South-Eastern Asia,East Asia & Pacific,103.830541439967,1.36454905800005,27.6799865722656,28.3699890136719,28.610009765625,29.3799987792969,28.5099960327149,5850343,16169,15,1244,2763.76957727094,2.56395223322803,212.637105209045,0.049012982368426,58730.4466052038,18386.2559570167,2.00753755378878e-15,3.07663162540791e-6,1.05954354462994e-264,1,29,0.059666130974713,18.7212920911335,18360.6220416835,5.21018494140014e-31,1.04479324095235e-39,1.5e-322,1,8,0.007627379725753,523721.799915396,18617.385081773202,1.28034135321815e-7,0.410035432202259,2.96640630378956e-142,1,62,2020-01-23,98,143919,24600.0960969297,swabs tested,2020-04-27,NA,NA,NA,NA,NA
SLE,Sierra Leone,7650154,53.5,55.1,41.1,56,106,11.7,4.3,57.9,48,26.1,7.2,13.3,-21000,4837,NA,89100,1490,4085114794.22324,NA,NA,NA,57.9,54.9,98,NA,40.7,0.8,54.7,43.1,9.4,42.1,17.2,22801,0.2,100,2.4,30.5,105.1,NA,NA,3.1,124.5,70.2,1,8.5,23.4,5.2,110,7.5,19,NA,NA,7. Least developed region,5. Low income,Africa,Africa,Western Africa,Sub-Saharan Africa,-11.8901914691641,8.45963948850008,29.4399963378906,28.6499877929688,31.0599914550781,31.6199890136719,30.1924911499024,7976985,124,7,21,15.5447202169742,0.877524528377576,2.63257358513273,0.087332553546871,246.259758207929,18378.236836072,1.46853256763104e-22,5.39069128681766e-16,4.950323895729e-311,1,15,0.248997913701217,8.60248182011858,18378.1113984055,9.75905491463231e-8,1.74490699287077e-9,0,1,15,0.129203051498114,26.3276707166922,18376.6701192528,2.22897896849605e-5,4.68596654192639e-5,1.65602513392706e-289,1,16,2020-03-31,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLV,El Salvador,6420744,68.2,77.6,27.1,64.6,309.9,7,2,28,45.5,29,51.6,1,-202694,32564,2545105,231000,7860,26057000000,NA,28.9,38,59.1,16.3,59.8,0.2,45.4,1,76.4,12.6,8.8,72,NA,2483,1,100,8.8,14,13.7,1.57,1.1,3.8,96.2,90.4,1,78.6,99.5,18.2,118,22.7,27.1,0.857,120.6,6. Developing region,4. Lower middle income,North America,Americas,Central America,Latin America & Caribbean,-88.9118272184591,13.8062255865001,24.5200134277344,24.2600036621094,24.9399963378906,25.4699951171875,24.7975021362305,6486201,395,10,119,60.8985136291644,1.54173452225733,18.3466408148622,0.03349143474831,1513.81154026347,18391.7753971868,3.19232709715106e-29,1.00620386200223e-11,3.75294283642989e-269,1,23,0.15152590578191,8.34447644676906,18356.8494791652,1.94599659468631e-28,8.87774161367313e-73,0,1,10,0.04502890940202,489.407650815477,18390.4242923215,3.31359856574871e-23,2.45756792044143e-8,3.9486648350813e-272,1,19,2020-03-19,42,25492,3930.18964413838,tests performed,2020-05-01,NA,NA,NA,NA,NA
SMR,San Marino,33785,NA,NA,NA,NA,563.1,7.1,NA,2.8,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,16.7,0,NA,97.2,13.9,NA,NA,NA,5.9,NA,2,NA,NA,NA,NA,107.4,NA,NA,100,NA,NA,NA,44.4,0.902,92,2. Developed region: nonG7,2. High income: nonOECD,Europe,Europe,Southern Europe,Europe & Central Asia,12.4381948658189,43.9341817405001,5.80999145507815,3.86000976562502,6.46999511718752,6.35000000000002,5.62249908447268,33938,569,41,78,16765.8671695445,1208.08533207614,2298.30868053509,0.031912088418367,991.931730993948,18363.7050791909,2.23479626307421e-31,2.9819930401384e-27,3.97517556864903e-285,1,21,0.087335508793772,42.1471077893333,18342.6842296321,6.09091489398793e-51,3.51095469725483e-95,0,1,8,0.141528713331916,68.1859866731729,18355.164495055302,9.72935568261308e-37,4.1095219787088e-83,0,1,34,2020-02-27,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOM,Somalia,15008154,55.4,58.8,46.6,50.6,23.9,10.9,6.1,55,102.6,22.1,NA,33.6,-200002,949652,4486,NA,NA,4720727278.18833,NA,NA,NA,47.4,83.1,29.6,NA,9.7,NA,70.3,10,NA,45,19.9,447,0,100,5.1,21.8,121.5,NA,0.9,NA,NA,NA,NA,20.2,32.9,NA,94,6.9,18.1,NA,NA,7. Least developed region,5. Low income,Africa,Africa,Eastern Africa,Sub-Saharan Africa,46.7571281060115,5.12795288400009,27.2499938964844,28.6,30.2099853515625,30.9999938964844,29.2649932861328,15893219,601,28,31,37.8148693477388,1.76175764016088,1.95051738732097,0.086650624053594,1306.72238193109,18378.9401134437,1.5285668493068e-33,6.06937446137518e-24,0,1,17,0.074318855601858,95.0842741089832,18383.5845126293,3.91353402587923e-10,1.65270864019e-4,4.93309979402595e-271,1,13,0.014675017899892,63891095.6136007,18564.9439512351,0.429334086393383,0.959299374215242,6.00035372794827e-77,0,96,2020-03-16,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPM,Saint Pierre and Miquelon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,0.705,95.6,2. Developed region: nonG7,3. Upper middle income,North America,Americas,Northern America,North America,-56.1937547833792,46.7816226260001,1.6199890136719,-0.870001220703102,-1.4799865722656,-1.2299865722656,-0.489996337890602,5795,1,0,0,172.562553925798,0,0,37.748994539991,1,18356.0955354672,4.02768909605638e-94,0,0,1,65,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.100000000079835,-2.07999443406839e-15,18299.9999999999,0.200194262233967,5.34456983257477e-12,1.73471951098237e-244,1,2,2020-04-05,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRB,Serbia,6982604,73.1,78.1,15.7,66,79.8,14.6,1.5,43.9,57.1,50.5,22.1,2.2,20000,32370,2262703,NA,16540,50597289146.7041,NA,20.3,36.2,54.9,15.5,75.5,0.9,4523.4,1.9,39.3,31.1,6.6,56.1,15.6,1179,5.3,100,9,19.1,5.5,3.13,NA,3.6,100.3,99,1,95.1,100,7.7,110,23.5,42.6,0.413,NA,6. Developing region,3. Upper middle income,Europe,Europe,Southern Europe,Europe & Central Asia,20.9972406590092,44.2056749470001,4.20998535156252,0.740014648437523,5.86000976562502,7.39998779296877,4.55249938964846,8737370,9009,179,1343,1031.08830231523,20.4867139654152,153.707580198618,0.066650311163531,12975.8856385694,18366.7369292457,1.98492536662683e-66,1.87040709888548e-71,0,1,12,0.066494276375952,238.465603167935,18364.9358640457,2.74035064558186e-48,1.8706573888885e-55,0,1,9,0.427845575438774,1238.96326614608,18369.4541658122,1.76441920748043e-31,8.39024313508787e-90,0,1,20,2020-03-06,55,96637,11060.193170256,people tested,2020-05-02,NA,NA,NA,NA,NA
SSD,South Sudan,10975920,56.1,59.1,41.8,54.8,NA,10.5,4.7,80.4,NA,NA,NA,NA,-870998,2285316,NA,NA,NA,NA,NA,NA,NA,72.4,56.9,96.1,NA,9.1,1.3,NA,NA,15.5,19.6,15.6,2463,0.1,100,10.2,19.8,98.6,NA,NA,1.5,NA,NA,NA,5.2,25.4,0.4,NA,NA,17.3,0.893,159.5,7. Least developed region,5. Low income,Africa,Africa,Eastern Africa,Sub-Saharan Africa,29.1177929573109,7.85784189900011,30.839990234375,31.3900085449219,33.1700073242188,33.8300109863281,32.307504272461,11193729,35,0,0,3.12675070121851,0,0,4.75610448326661,34.5065296841844,18379.1175850002,0.291157888118493,2.33572692417546e-45,0,1,37,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.100000000079835,-2.07999443406839e-15,18299.9999999999,0.200194262233967,5.34456983257477e-12,1.73471951098237e-244,1,2,2020-04-05,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
STP,Sao Tome and Principe,211028,67.8,72.6,42.5,54.6,219.8,4.8,4.3,27.2,NA,NA,4.1,10.4,-8401,30,NA,NA,3440,422296762.322469,NA,85.5,56.3,57.8,19.1,55.7,NA,0.7,NA,50.7,55.8,29.3,72.8,NA,11138,0.6,100,2.4,18.5,31.2,NA,NA,5.2,106.8,84.3,1,31,72.5,73.2,118,10.6,18.4,0.78,NA,7. Least developed region,4. Lower middle income,Africa,Africa,Middle Africa,Sub-Saharan Africa,6.60118702832601,0.215521551500075,27.85,28.5700012207031,28.610009765625,28.1499877929688,28.2949996948242,219161,14,0,4,63.8799786458357,0,18.2514224702388,0.010752252000865,2639.83948030865,18544.5875466639,0.473225745259513,0.913379987665789,8.86280047513829e-71,1,67,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,35.3532030890768,4.00000000000002,18379.0994670725,8.49668745896796e-78,0,0,1,61,2020-04-06,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUR,Suriname,575991,68.4,74.9,27.2,65.9,3.7,7.3,2.4,33.9,NA,NA,NA,0.4,-4999,20,272347,114564,13820,3590753768.84422,NA,NA,NA,51.1,7.5,60.9,NA,17.4,NA,0.6,98.3,14.5,66.1,NA,178935,3.6,100,12.5,21.7,18.9,1.23,NA,NA,110.6,85.3,NA,74.8,96.8,3.2,115,26.5,29.8,0.777,NA,6. Developing region,3. Upper middle income,South America,Americas,South America,Latin America & Caribbean,-56.118700500326,3.92602762900006,24.1899963378906,23.9299865722656,23.839990234375,24.6299987792969,24.1474929809571,586634,10,1,8,17.0464037202071,1.70464037202071,13.6371229761657,0.240589693784272,10.0491805728618,18341.6421423762,1.69162035168588e-42,2.32430727256242e-120,0,1,16,37.4194145435738,1,18354.0960586794,5.27612519065067e-96,0,0,1,44,0.330950194200641,6.76693756445029,18360.5358121298,2.15125103432935e-19,1.81630241255618e-80,0,1,26,2020-03-14,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVK,Slovak Republic,5446771,73.8,80.7,15.4,68.9,113.3,10,1.5,46.3,92.9,95.1,NA,NA,7423,1221,NA,NA,33060,105904632155.755,NA,NA,NA,59.5,2.2,77.4,0.9,5321.6,1.2,39.2,40.4,37.6,53.7,NA,2325,5.7,100,6.5,17.2,5.6,2.46,5.8,3.9,98.7,91.9,1,96.8,100,3.3,116,22.4,40.5,0.745,NA,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Eastern Europe,Europe & Central Asia,19.6450393603695,48.6746528120001,-0.750006103515602,-2.70999755859373,0.119989013671898,1.17998657226565,-0.540007019042946,5459643,1396,23,524,255.694374155966,4.21272966016276,95.976971388056,0.043535239591623,2526.32362230831,18367.0884313875,3.42795865825096e-37,4.17540651717658e-34,8.4068204365833e-307,1,26,0.117032730782204,28.7132922318571,18370.7905821882,7.74718311188612e-21,4.99864230417058e-29,0,1,19,0.092743992138441,779.315268041698,18373.6226445907,1.18435066325935e-25,1.45947547368309e-25,0,1,14,2020-03-06,55,96220,17623.8629522113,tests performed,2020-05-03,NA,NA,NA,NA,NA
SVN,Slovenia,2073894,78.2,84,15,65.4,102.6,9.9,1.6,45.5,74.3,83.2,NA,NA,9999,20,1094762,988500,37450,54007972106.4629,NA,0.1,24.2,58.4,5.2,84.2,1.9,3206.2,1,30.7,62,53.6,54.5,15.5,9054,6.2,99,5.9,12.7,2.1,3,4.6,4.8,100.4,95.7,1,99.1,100,7.3,126,22.5,44.5,NA,NA,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,Europe & Central Asia,14.6159375132848,46.1502074185001,3.49001464843752,2.42000732421877,5.42000732421877,6.18999633789065,4.38000640869143,2078932,1429,91,233,687.372169941104,43.7724754826036,112.076777884029,0.078042306442413,1522.79227832448,18346.1189817187,3.02014299368556e-86,6.01188266289774e-124,0,1,16,0.088847381599738,102.718728551084,18359.7569809251,2.97061660285762e-64,1.69352764866172e-88,0,1,11,0.125564544389098,234.961050062705,18357.6524411321,3.20192127773487e-42,3.48958153262496e-81,0,1,18,2020-03-05,56,55520,26706.0202065291,tests performed,2020-05-02,NA,NA,NA,NA,NA
SWE,Sweden,10175214,81,84.1,17.6,62.3,25,9.1,1.8,12.6,41.2,44.4,NA,NA,200000,19,NA,1593100,54030,556086488936.559,NA,0.5,28.8,64.6,1.6,90.6,3.3,20420.6,1,7.4,68.9,14.9,87.4,NA,17636,4.5,4,4.8,9.1,2.7,5.4,2.6,7.7,126.6,105.4,1,99.6,100,5.9,126,22.1,41.2,0.728,NA,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Northern Europe,Europe & Central Asia,14.905117514486,62.1945254580001,-3.5000061035156,-0.579992675781227,-3.38999023437498,-1.78000488281248,-2.31249847412107,10099270,21092,2586,1005,2088.46778034452,256.058111130804,99.5121429568672,0.036523386958906,44284.6291463787,18374.1804324721,9.59553020752241e-76,6.69316301874712e-63,0,1,26,0.057938343292585,4415.58398625855,18371.4345587172,2.96338449690415e-49,3.53858945729099e-45,0,1,11,0.039529986852411,3324.5621316377,18384.8727162271,6.66242465842256e-7,0.003758019491469,6.75035909429656e-233,1,22,2020-01-31,90,119200,11802.8332740881,people tested,2020-04-26,NA,NA,NA,NA,NA
SWZ,Eswatini,1136191,55.3,64,38.1,57.9,66.1,9.4,3,76.2,43.8,43.1,2.2,2.5,-41764,240,NA,NA,10640,4710618471.93167,NA,NA,NA,52.5,12.5,85.5,NA,34.1,1.5,71,34.3,4.2,23.8,NA,2411,1.1,100,4.5,26.7,54.4,0.08,NA,NA,115.2,95.8,NA,60.7,73.5,0.9,103,13.5,21.7,0.507,NA,6. Developing region,4. Lower middle income,Africa,Africa,Southern Africa,Sub-Saharan Africa,31.4478522127606,-26.5395675664999,22.1299987792969,22.6,23.3900085449219,22.0200134277344,22.5350051879883,1160164,100,1,12,86.194710403012,0.86194710403012,10.3433652483614,0.008117052980083,92624222.1983453,18705.4894853629,0.358157009760416,0.95008156580265,4.71936598105933e-60,0,97,36.4713388103558,1,18367.0971530385,3.68051291543388e-92,0,0,1,49,0.355654922244128,9.02746299251434,18358.3623551845,2.60689042236749e-14,1.2374869372478e-75,0,1,35,2020-03-14,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,Sint Maarten (Dutch part),40654,NA,NA,NA,NA,NA,NA,NA,0,101.5,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,NA,19.5,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,58.9,NA,NA,41,0.724,NA,6. Developing region,2. High income: nonOECD,North America,Americas,Caribbean,Latin America & Caribbean,-63.0695400840076,18.0394961610001,27.6299987792969,26.85,27.110009765625,26.5700012207031,27.0400024414063,42882,75,13,33,1748.98558835875,303.157501982184,769.553658877851,0.121455326497872,79.1967621361601,18357.3325495346,3.5196169924163e-48,4.56420562646467e-87,0,1,19,0.141829774665448,12.7962180944915,18358.306265281,4.41334268615603e-28,1.43494615873691e-67,0,1,10,0.042767118528133,202.37205573994,18394.4030535696,3.59597447868e-4,0.128991475582978,3.05826019977344e-214,1,25,2020-03-20,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
